id	user	nice	cntx	major_fault	duration	R*duration	G*duration	B*duration	fsync	bind	recvfrom	sendto	dup	poll	energy	
1	1251.6	71.2	88215.0	6.6	90	13590	13680	13680	63.0	18.8	857.2	199.4	64.2	0.0	101.068203344	
2	1394.8	88.4	94638.4	6.9	90	13590	13680	13680	65.1	19.0	610.8	200.7	67.2	0.0	100.332370477	
3	1390.8	85.9	90449.9	0.7	90	13860	13950	13950	57.8	16.8	690.1	179.6	58.5	0.0	101.353681748	
4	1566.4	110.3	100451.5	3.2	90	13860	13950	13950	64.4	19.4	559.6	201.6	76.3	0.0	101.179192786	
5	1688.3	130.6	103006.2	1.4	90	13950	13950	14040	63.2	19.1	766.2	200.7	76.9	0.0	101.434228738	
6	1516.7	111.6	97238.0	17.9	90	13860	13950	13950	57.5	17.6	1009.9	181.2	74.0	0.0	101.136750626	
7	1458.4	98.8	92880.0	4.1	90	13770	13770	13860	63.1	17.4	626.6	197.4	75.7	0.0	101.076538927	
8	1341.8	87.6	88565.8	1.2	90	14040	14130	14130	64.9	18.6	743.0	198.8	77.5	0.0	101.025438801	
9	1426.2	87.6	91162.9	6.8	90	13860	13950	13950	62.5	16.2	816.0	194.7	77.3	0.0	101.701002561	
10	1389.9	99.3	98082.0	4.4	90	13950	14040	14040	62.5	17.0	881.6	196.6	76.2	0.0	100.960847054	
11	1359.0	86.4545454545	94015.2727273	1.90909090909	90	13770	13770	13860	64.3	19.8	713.2	201.4	79.5	0.0	101.62181986	
12	1399.3	87.6	94141.5	0.8	90	14220	14220	14310	64.4	18.9	613.2	200.3	79.9	0.0	101.331905794	
13	1538.8	105.7	98473.5	8.3	90	13860	13950	13950	63.2	19.4	839.7	201.0	77.1	0.0	100.846461412	
14	1245.1	69.1	84327.9	2.9	90	13770	13860	13950	63.2	19.2	844.3	200.5	76.0	0.0	101.953016764	
15	1505.0	106.4	98355.4	2.8	90	13860	13860	13860	65.3	19.5	899.7	202.1	79.3	0.0	102.224469914	
16	1202.27272727	65.2727272727	82092.5454545	5.36363636364	90	14580	14670	14760	56.3	17.4	693.7	181.1	68.8	0.0	101.221626043	
17	1338.0	84.6	91902.6	13.2	90	13950	14040	14040	66.4	17.2	645.0	196.2	83.6	0.0	100.858114763	
18	1493.9	91.5	99060.9	1.8	90	14040	14130	14220	57.2727272727	16.5454545455	909.0	181.363636364	69.4545454545	0.0	102.361088381	
19	1576.36363636	111.454545455	100206.636364	1.90909090909	90	14040	14040	14130	65.2	18.6	986.9	196.7	81.4	0.0	101.864505155	
20	1731.3	133.0	105773.2	12.9	90	13770	13860	13860	62.9	18.2	1333.7	200.5	76.4	0.0	101.979453637	
21	1374.5	89.2	90199.9	6.8	90	14040	14130	14130	70.1	19.2	623.6	200.8	84.7	0.0	101.106778334	
22	1536.8	116.3	96716.4	7.1	90	13680	13770	13770	63.8	17.8	985.4	197.5	82.2	0.0	100.92027964	
23	1157.83333333	58.9166666667	81825.0833333	0.916666666667	90	14040	14130	14220	64.0909090909	17.6363636364	789.727272727	196.727272727	79.8181818182	0.0	101.028045026	
24	1406.9	91.4	91961.4	8.7	90	13860	13860	13950	63.6	19.4	551.6	199.0	76.1	0.0	101.260391414	
25	1421.9	94.2	92362.2	5.9	90	14040	14130	14130	66.0	16.6	481.1	196.7	77.1	0.0	101.816744481	
