Shaw	Url	id	user	nice	system	idle	cpu_jiffy_user	cpu_jiffy_kernel	cpu_jiffy_user_childs	cpu_jiffy_kernel_childs	iowait	irq	softirq	tot_intrpt	cntx	tot_process	minor_fault	minor_fault_childs	major_fault	major_fault_childs	no_threads	virtual_mem_size	resident_mem_size	total_cpu	duration	R*duration	G*duration	B*duration	lseek	rt_sigtimedwait	uname	kill	epoll_create	umask	send	writev	fchmod	getpid	epoll_wait	read	getgid32	cacheflush	gettid	fsync	geteuid32	recvfrom	sched_get_priority_max	sendto	clock_gettime	inotify_init	connect	getsockname	close	flock	getegid32	rt_sigprocmask	inotify_add_watch	access	sigaltstack	munmap	socketpair	setpgid	getcwd	symlink	getpeername	sigaction	setsockopt	socket	sendmsg	epoll_ctl	chmod	brk	poll	open	select	unlink	sigprocmask	getsockopt	getpriority	recv	nanosleep	mkdir	set_tls	rmdir	dup	mprotect	listen	fork	fchown32	getuid32	sched_yield	statfs64	gettimeofday	mremap	fcntl64	execve	msync	wait4	chdir	madvise	getrusage	sched_setscheduler	ftruncate	rename	getdents64	accept	readv	prctl	pipe	sched_getparam	rt_sigreturn	write	setpriority	recvmsg	getrlimit	stat	restart_syscall	clone	sched_getscheduler	ioctl	readlink	clock_nanosleep	pwrite	bind	futex	mmap2	utimes	energy
0000A053DE676B4D381CC35632D0E5AB67C098BD2C8FB55571750C07F888C465	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=0000A053DE676B4D381CC35632D0E5AB67C098BD2C8FB55571750C07F888C465	1	1882.33333333	1.0	1648.83333333	14178.6666667	823.0	295.333333333	30.1666666667	6.33333333333	128.0	3.16666666667	0.5	136604.0	235049.333333	261.0	35111.6666667	5987.0	0.0	0.0	19.6666666667	508877482.667	13205.5	1154.83333333	74	5550	5920	4070	17.2222222223	0.0	0.0	0.0	0.0	0.0	0.0	21.3333333333	0.0	1.44444444444	0.0	772.222222222	0.0	1.66666666667	1.33333333333	0.111111111111	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0	0.0	11.0	0.333333333333	0.0	0.0	0.0	2.55555555556	0.0	12.5555555556	0.0	0.111111111111	0.0	0.0	0.0	0.777777777778	0.0	0.0	0.0	0.0	0.0	1.44444444444	0.0	10.7777777778	0.0	0.0	0.555555555556	0.0	0.333333333333	0.0	0.0	0.0	0.555555555556	0.0	0.0	1066.66666667	0.0	0.111111111111	0.0	0.333333333333	0.0	0.0	1.11111111111	0.0	4.88888888889	0.111111111111	0.111111111111	0.333333333333	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	112.0	0.222222222222	0.0	0.0	12.7777777778	0.0	0.222222222222	0.0	6.55555555556	0.0	0.0	0.0	0.0	3.55555555556	27.0	0.0	91.8846336658
0000D4BA8D3DECB4403A8E3BC94347552469AA761E34763DA22602DA891619F5	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=0000D4BA8D3DECB4403A8E3BC94347552469AA761E34763DA22602DA891619F5	2	5857.8	1.2	2419.0	15724.4	4170.4	787.2	0.0	0.0	52.0	1.8	0.6	302429.4	612997.8	268.2	60497.2	0.0	0.0	0.0	21.6	582705971.2	33624.4	4957.6	105	6300	7980	6300	986.5	0.0	0.0	0.0	3.0	0.0	0.0	112.8	4.3	40143.3	18355.2	50171.0	2.0	8507.6	28617.3	9.2	2.0	11505.2	0.0	127.0	97817.0	0.0	5.0	7.0	203.1	0.0	2.0	0.0	0.0	24.8	0.0	1091.4	0.0	0.0	0.0	0.0	0.0	11.0	13.0	8.0	0.0	7.0	10.5	0.0	3.0	170.9	0.0	9.3	1163.4	6.0	78.5	0.0	14645.5	3.2	29.0	0.0	15.0	4444.6	0.0	0.0	0.0	11552.4	6.2	0.0	266148.1	93.1	36.0	0.0	0.0	0.0	0.0	265.5	0.0	0.0	0.0	6.0	2.0	0.0	0.0	23.5	3.0	0.0	0.0	1459.4	19.5	0.0	1.0	250.2	1.0	29.0	0.0	60211.5	0.0	0.0	0.0	4.0	50751.7	2602.6	0.0	188.087073271
0000E8E31D5FCDFA7D540077F9E6EDF7A3F17AF96E9DC70E4B6249B1FB255E57	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=0000E8E31D5FCDFA7D540077F9E6EDF7A3F17AF96E9DC70E4B6249B1FB255E57	3	4163.66666667	0.666666666667	1705.0	19158.6666667	2737.88888889	217.666666667	0.0	0.0	21.3333333333	3.77777777778	0.222222222222	129141.0	284764.111111	365.555555556	30056.5555556	0.0	0.0	0.0	12.1111111111	495012522.667	14389.4444444	2955.55555556	109	2289	2398	2289	266.0	0.222222222222	0.0	0.0	0.0	26.0	0.0	71.3333333333	2.0	216.0	276.111111111	533.888888889	0.0	7953.66666667	78.5555555556	15.0	0.0	139.0	0.0	134.0	18793.7777778	0.0	0.0	0.0	68.8888888889	0.0	0.0	0.0	0.0	16.0	0.0	358.111111111	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	2.88888888889	0.0	0.0	61.1111111111	0.0	1.0	3908.88888889	0.0	43.1111111111	0.0	40.1111111111	0.777777777778	7.88888888889	0.0	9.0	17963.0	0.0	0.0	13.0	155.777777778	0.444444444444	1.0	16066.5555556	1.0	117.0	0.0	0.0	0.0	0.0	148.777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.77777777778	0.0	0.0	0.0	153.0	4.77777777778	0.0	0.0	235.666666667	1.0	7.88888888889	0.0	30094.7777778	0.0	0.0	30.0	0.0	24869.0	681.222222222	0.0	139.891762557
000A14155882B100F7511E501693362391D39AE53FD42BA01E51728916B8C2A7	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000A14155882B100F7511E501693362391D39AE53FD42BA01E51728916B8C2A7	4	3863.25	8.625	1600.5	16297.125	2748.375	338.875	0.0	0.0	56.125	4.875	1.875	151389.75	287956.0	336.125	34498.375	0.0	0.0	0.0	22.75	554509824.0	20381.75	3087.25	93	6789	5673	4278	54.0	0.0	1.0	0.0	2.28571428571	26.5714285714	0.0	432.857142857	1.14285714286	5285.71428571	8296.42857143	4648.0	2.85714285714	15914.8571429	138.571428571	41.2857142857	2.85714285714	4208.42857143	0.0	97.0	60163.2857143	0.0	27.7142857143	49.4285714286	160.0	0.0	2.85714285714	0.0	0.0	111.714285714	0.0	1040.71428571	1.42857142857	0.0	0.0	0.0	0.0	0.0	35.1428571429	33.5714285714	0.0	43.8571428571	4.85714285714	0.0	0.0	123.142857143	3.0	7.14285714286	1413.42857143	603.428571429	60.4285714286	0.0	674.285714286	14.2857142857	42.5714285714	0.0	16.2857142857	4677.0	0.0	0.0	13.2857142857	5206.85714286	14.2857142857	0.428571428571	11843.2857143	1.71428571429	234.714285714	0.0	0.0	0.0	0.0	44.5714285714	0.0	0.0	4.0	0.0	2.0	0.0	0.0	35.0	3.28571428571	0.0	0.0	7159.14285714	38.4285714286	0.0	0.0	260.428571429	1.0	42.5714285714	0.0	41882.5714286	0.0	0.0	223.142857143	22.4285714286	16905.8571429	1650.0	0.0	131.582117514
000A62EB439A2B5B0CA148BE5B5981687C95817DCB440640A9091F894CA54F50	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000A62EB439A2B5B0CA148BE5B5981687C95817DCB440640A9091F894CA54F50	5	1112.66666667	0.833333333333	493.0	10699.0	743.166666667	178.166666667	0.0	0.0	769.166666667	0.166666666667	2.16666666667	44763.8333333	64102.0	164.166666667	23541.8333333	0.0	0.0	0.0	13.5	501549056.0	13741.0	921.333333333	50	7200	7100	6750	137.0	0.166666666667	0.0	0.0	1.0	1370.0	0.0	400.833333333	2.0	405.0	330.0	1706.66666667	0.0	8964.16666667	154.333333333	836.833333334	0.0	110.5	0.0	29.3333333333	6452.0	0.0	15.8333333333	35.0	1377.5	0.0	0.0	0.0	0.0	566.0	0.0	893.0	0.0	0.0	0.0	0.0	0.0	0.0	47.1666666667	29.5	0.0	9.66666666667	44.6666666667	0.0	13.6666666667	1299.66666667	18.3333333333	34.5	5119.66666667	64.5	52.8333333333	0.0	62.8333333333	2.0	12.6666666667	0.0	20.0	19497.8333333	0.0	0.0	685.0	279.166666667	10.3333333333	1.0	5801.66666667	2.16666666667	5308.16666667	0.0	0.0	0.0	0.0	119.0	0.0	0.0	0.0	33.3333333333	0.0	0.0	0.0	9.5	9.0	0.0	0.0	342.0	10.5	0.0	0.0	3711.16666666	1.66666666667	12.6666666667	0.0	4357.66666667	0.0	1.5	2594.0	17.5	34481.0	1725.5	0.0	61.2088743884
000B0D8E78879AF0226171EF0D0D0F984CC3FED6EBD21A6A7E38963240DE6485	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000B0D8E78879AF0226171EF0D0D0F984CC3FED6EBD21A6A7E38963240DE6485	6	9525.6	0.2	864.2	10087.8	8829.6	297.0	54.2	25.4	188.6	0.2	1.8	97574.6	139434.0	305.6	53612.8	13847.2	1.0	0.0	23.2	540618752.0	19029.2	9206.2	87	10005	10440	8874	333.125	0.0	0.0	1.875	0.0	0.0	0.0	10.875	0.75	16.0	0.0	246.375	0.0	18.75	28.875	0.75	0.0	0.0	0.0	0.0	89.5	0.0	0.0	0.0	160.25	1.5	0.0	0.0	0.0	18.0	0.0	41.0	0.0	0.75	0.0	0.0	0.0	21.875	0.0	0.0	0.0	0.0	2.375	44.25	0.0	83.375	0.0	0.75	1.5	0.0	8.5	0.0	2.875	1.0	10.25	0.0	4.875	246.75	0.0	3.875	0.0	10.375	0.0	0.0	4.0	0.0	24.125	3.125	0.75	1184.75	0.0	16.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	5.625	11.0	0.0	0.0	245.25	3.375	0.0	1.625	78.75	0.125	7.125	0.0	59.375	0.0	0.0	0.0	0.0	74.0	210.75	2.0	179.083914001
000B304B8F808EDAECF5E09CDA0903E9CACDF754F74DD8811E1AA34E1CF22E94	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000B304B8F808EDAECF5E09CDA0903E9CACDF754F74DD8811E1AA34E1CF22E94	7	8870.71428571	10.0	1283.0	18324.8571429	7715.57142857	445.142857143	0.0	0.0	138.0	0.285714285714	21.5714285714	147907.0	189631.428571	473.571428571	76589.5714286	0.0	0.0	0.0	24.4285714286	592853869.714	29555.2857143	8160.71428571	128	19712	18688	18048	53.0	0.0	1.0	0.0	4.0	30.3333333333	0.0	37.1666666667	0.0	6972.66666667	13987.3333333	10816.8333333	4.0	55370.5	1049.33333333	50.6666666667	4.0	849.166666667	0.0	169.333333333	100239.5	0.0	37.0	224.833333333	458.0	0.0	4.0	0.0	0.0	9.0	0.0	413.0	2.0	0.0	0.0	0.0	0.0	0.0	261.5	257.166666667	0.0	1529.0	6.0	0.0	2.0	195.166666667	0.0	9.16666666667	4061.5	223.166666667	82.8333333333	0.0	2348.16666667	4.0	23.0	0.0	26.5	6191.66666667	0.0	0.0	15.1666666667	6712.5	14.8333333333	1.0	31765.5	4.5	718.833333333	0.0	0.0	0.0	0.0	345.833333333	0.0	0.0	5.0	1.0	2.0	0.0	0.0	16.1666666667	4.0	0.0	0.0	7505.0	25.1666666667	0.0	0.0	181.333333334	1.66666666667	23.0	0.0	9167.5	0.0	0.0	7407.5	5.0	29610.1666667	1915.83333333	0.0	222.679651307
000B310CB8A71E55728D383A7B2E1E61F20AA2E91CB4FE4DDB9ED154B3A8B65F	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000B310CB8A71E55728D383A7B2E1E61F20AA2E91CB4FE4DDB9ED154B3A8B65F	8	975.333333333	14.6666666667	576.333333333	24611.3333333	215.833333333	59.8333333333	0.0	0.0	87.0	0.333333333333	0.0	42649.6666667	53923.6666667	324.333333333	15356.1666667	0.0	0.0	0.0	15.3333333333	503278250.667	14255.6666667	275.666666667	116	9860	10092	11368	21.5	0.0	0.0	0.0	0.0	25.0	0.0	37.75	1.0	824.75	1291.25	392.0	0.0	794.75	141.5	27.25	0.0	300.75	0.0	102.0	5184.0	0.0	0.25	1.25	91.0	0.0	0.0	0.0	0.0	40.5	0.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.75	0.0	5.0	5.0	0.0	0.5	66.75	3.0	4.0	809.25	379.25	38.75	0.0	6.75	3.5	8.5	0.0	12.0	1727.75	0.0	0.0	12.5	728.75	1.5	1.0	108.75	1.0	121.25	0.0	0.0	0.0	0.0	45.75	0.0	0.0	0.0	5.0	14.0	0.0	0.0	4.75	0.75	0.0	0.0	532.0	10.25	0.0	0.0	130.0	2.25	8.5	0.0	2966.25	0.0	5.75	45.5	0.5	3439.75	1172.75	0.0	111.630407789
000B454E508A43BFA9C551B3811FEAF9411E5EF91734E120D33B13987A8672B3	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000B454E508A43BFA9C551B3811FEAF9411E5EF91734E120D33B13987A8672B3	9	3301.14285714	428.142857143	1131.14285714	17693.8571429	1972.28571429	329.714285714	88.7142857143	5.85714285714	667.142857143	0.285714285714	10.4285714286	105115.714286	162273.428571	534.571428571	73152.8571429	4654.0	1.85714285714	0.0	47.4285714286	595994331.429	35309.7142857	2396.57142857	101	13534	12019	11716	434.142857143	0.0	1.0	0.0	7.0	391.142857143	0.0	233.428571429	4.57142857143	2583.14285714	3664.0	2559.57142857	4.0	19299.7142857	1316.57142857	389.285714286	4.0	387.714285714	0.0	139.142857143	20183.5714286	0.0	18.0	38.1428571429	822.571428571	2.0	4.0	0.0	0.0	353.571428571	0.0	1134.85714286	2.0	1.0	0.0	0.0	0.0	7.0	53.0	46.1428571429	0.0	240.571428571	58.1428571429	29.0	7.0	684.857142857	21.8571428571	67.2857142857	4820.14285714	2561.85714286	272.0	0.0	1249.85714286	23.5714285714	67.7142857143	0.0	91.2857142857	16935.1428571	0.0	1.0	195.571428571	2143.0	33.1428571429	8.71428571429	14851.5714286	2.85714285714	1865.85714286	1.0	1.0	1.0	0.0	233.571428571	0.0	0.0	5.85714285714	45.5714285714	50.2857142857	0.0	0.0	56.8571428571	14.0	0.0	0.0	2708.14285714	86.8571428571	0.0	0.0	1552.0	0.285714285714	66.7142857143	0.0	8428.57142857	0.0	0.571428571429	1683.71428571	10.0	29791.1428571	2389.28571429	0.0	140.907806718
000B60B48D92DF602CAB458F38BD270D86FFCC83050B32E01580E7AC162C3677	https://androzoo.uni.lu/api/download?apikey=${APIKEY}&sha256=000B60B48D92DF602CAB458F38BD270D86FFCC83050B32E01580E7AC162C3677	10	2306.75	0.25	790.5	21981.0	1509.25	215.0	0.25	0.75	112.75	0.5	0.25	81313.75	103751.75	302.25	22389.75	525.25	0.0	0.0	15.5	529525760.0	16848.0	1725.25	110	14630	11110	8030	109.0	0.0	2.0	0.0	1.0	2.0	0.0	30.3333333333	1.0	4471.16666667	7795.16666667	215815.333333	0.0	2949.33333333	171.166666667	3.0	0.0	1632.83333333	0.0	90.3333333333	43280.6666667	0.0	1.0	1.0	400.666666667	0.0	0.0	0.0	0.0	11.1666666667	0.0	250.166666667	0.0	0.0	1.0	0.0	1.0	21.0	5.0	3.0	0.0	8.0	3.0	12.0	5.0	216.5	0.0	1.0	1169.16666667	1.0	46.5	0.0	443.833333333	10.3333333333	20.8333333333	0.0	23.0	6476.66666667	0.0	3.0	0.0	3788.0	2.5	0.0	2512.33333333	1.0	18.0	3.0	0.0	3.0	0.0	58.5	0.0	0.0	0.0	2.0	8.0	0.0	0.0	481.0	13.0	0.0	0.0	3681.5	10.6666666667	0.0	3.0	626.5	0.833333333333	17.8333333333	0.0	2749.66666667	0.0	0.0	0.0	0.0	24438.5	737.166666667	2.0	118.815142903
