id	user	nice	cntx	major_fault	duration	R*duration	G*duration	B*duration	fsync	bind	recvfrom	sendto	dup	poll	energy	
1	928.5	8.8	42334.7	0.0	57	5358	5472	7467	11.2	0.4	188.8	37.0	11.0	0.0	60.2828041661	
2	1592.72727273	0.727272727273	84687.5454545	0.454545454545	74	11988	11766	11470	29.4545454545	17.6363636364	577.727272727	47.0	19.4545454546	1.45454545455	91.312137225	
3	915.2	1.9	65972.7	0.4	105	16065	15855	16275	38.2	2.2	515.0	67.4	20.9	0.0	108.292266423	
4	488.8	0.6	33290.3	0.0	45	3015	2970	2880	11.2	0.7	156.2	63.7	5.8	0.7	41.8101722195	
5	1246.5	1.6	68159.4	0.0	124	18972	18724	20336	58.5	3.8	320.1	149.4	16.4	1.2	128.031114026	
6	900.636363636	15.2727272727	70405.7272727	0.0	127	11176	11176	11303	89.0	2.4	192.8	113.8	11.5	1.0	115.46732	
7	562.9	0.8	39587.9	0.0	79	12245	13035	13983	28.5	0.0	203.2	114.0	12.0	0.0	77.3489435682	
8	439.8	0.7	39962.0	0.0	86	15910	15910	15910	10.6	0.0	251.7	87.0	4.8	0.0	86.2391133777	
9	2019.8	5.0	141545.9	0.0	120	14520	14880	15720	230.7	3.0	389.4	122.8	17.0	0.0	134.7675996	
10	985.8	1.5	67208.5	0.1	100	10800	10700	10600	31.0	3.4	160.6	66.8	14.5	0.0	94.916989027	
11	777.6	1.3	46359.0	0.1	61	3294	5124	6039	30.2	7.8	495.6	50.6	12.6	6.0	56.0186832903	
12	982.8	6.6	67084.4	0.0	95	9785	9310	7980	0.0	25.6	392.1	144.7	9.0	21.8	91.5467748679	
13	3397.58333333	15.9166666667	337130.166667	0.666666666667	125	21625	22125	22125	40.6	4.0	1707.6	129.0	12.8	3.0	160.08152447	
14	611.0	28.6	42572.4	0.0	96	5568	5664	5568	4.5	2.7	165.5	104.4	13.1	2.5	75.4918261165	
15	647.2	51.6	57338.8	0.2	110	7370	7480	7920	31.4	8.2	1414.4	113.6	20.8	7.4	97.2605899324	
16	881.6	20.2	78759.0	0.0	144	6480	6768	6912	39.4	2.4	334.5	132.3	19.3	2.4	116.129355721	
17	612.0	0.9	42178.0	0.0	84	15204	4704	4368	0.0	0.0	118.272727273	38.8181818182	18.3636363636	0.0	81.5499461859	
