id	user	nice	system	idle	cpu_jiffy_user	cpu_jiffy_kernel	cpu_jiffy_user_childs	cpu_jiffy_kernel_childs	iowait	irq	softirq	tot_intrpt	cntx	tot_process	minor_fault	minor_fault_childs	major_fault	major_fault_childs	no_threads	virtual_mem_size	resident_mem_size	total_cpu	duration	R*duration	G*duration	B*duration	lseek	rt_sigtimedwait	uname	kill	epoll_create	umask	send	writev	fchmod	getpid	epoll_wait	read	getgid32	cacheflush	gettid	fsync	geteuid32	recvfrom	sched_get_priority_max	sendto	clock_gettime	inotify_init	connect	getsockname	close	flock	getegid32	rt_sigprocmask	inotify_add_watch	access	sigaltstack	munmap	socketpair	setpgid	getcwd	symlink	getpeername	sigaction	setsockopt	socket	sendmsg	epoll_ctl	chmod	brk	poll	open	select	unlink	sigprocmask	getsockopt	getpriority	recv	nanosleep	mkdir	set_tls	rmdir	dup	mprotect	listen	fork	fchown32	getuid32	sched_yield	statfs64	gettimeofday	mremap	fcntl64	execve	msync	wait4	chdir	madvise	getrusage	sched_setscheduler	ftruncate	rename	getdents64	accept	readv	prctl	pipe	sched_getparam	rt_sigreturn	write	setpriority	recvmsg	getrlimit	stat	restart_syscall	clone	sched_getscheduler	ioctl	readlink	clock_nanosleep	pwrite	bind	futex	mmap2	utimes	energy
34	3639.6	1.1	1077.9	38009.1	1701.2	333.1	0.0	1.2	294.8	0.5	7.1	121115.8	168897.3	541.9	37009.0	182.5	2.0	0.0	31.4	617496166.4	24393.5	2035.5	200	38800	38800	39200	9589.9	0.0	9.0	0.0	2.0	0.0	0.0	77.6	0.0	7247.3	7449.9	15794.2	14.0	7382.6	122.0	81.0	14.0	1062.5	0.0	420.4	31001.3	0.0	143.6	71.8	1014.2	0.0	14.0	0.0	0.0	33.6	2.0	145.3	4.0	0.0	1.0	1.0	23.4	42.0	173.6	171.7	4834.5	10.0	6.4	92.7	498.4	890.2	2.0	44.2	3696.3	27.1	36.8	0.0	11.0	12.7	39.5	0.0	14.4	4291.9	0.0	2.0	0.0	349.8	2.3	0.1	184460.4	1.0	5296.4	2.0	0.0	1.0	1.2	95.7	3.2	0.0	14.0	6.0	12.4	0.0	0.0	5.0	10.0	0.0	0.0	10459.8	5.0	3259.9	6.0	2591.3	1.0	37.5	0.0	2216.2	0.0	0.0	0.0	2.0	93250.5	535.7	36.0	228.127472211
35	3556.1	0.7	1092.5	38066.4	1691.6	336.7	0.3	4.5	313.9	0.6	5.1	114992.3	168339.7	544.1	39769.4	368.0	2.0	0.0	31.9	618431692.8	24474.9	2033.1	200	37800	37800	38200	9637.9	0.0	8.9	0.0	2.0	0.0	0.0	76.9	0.0	7286.2	7618.0	16116.9	14.0	7613.6	126.1	81.0	14.0	1061.9	0.0	424.1	31162.5	0.0	142.9	74.8	1484.4	0.0	14.0	0.0	0.0	33.7	2.0	153.0	4.0	0.0	1.0	1.0	23.8	49.0	173.5	170.9	4838.0	9.4	6.4	97.4	499.0	1142.8	1.8	44.4	3772.7	26.9	35.6	0.0	9.4	13.0	41.2	0.0	17.7	4589.5	0.0	3.0	0.0	472.7	2.0	0.2	184483.8	1.0	5299.2	3.0	0.0	2.0	1.2	94.0	3.2	0.0	14.0	6.0	15.4	0.0	0.0	5.5	14.0	0.0	0.0	10558.4	5.5	3484.6	7.0	2723.3	1.1	38.2	0.0	2251.9	0.0	0.0	0.0	1.8	93765.7	571.7	36.0	226.018868243
36	3496.8	1.2	1078.5	38084.7	1709.2	321.3	0.0	0.9	358.1	0.8	6.3	102401.3	166861.2	542.7	37266.9	182.2	2.0	0.0	31.8	618188390.4	24458.5	2031.4	200	37800	37800	38200	7671.5	0.0	7.2	0.0	1.6	0.0	0.0	64.5	0.0	5769.5	6123.8	12666.6	11.2	5998.9	105.1	64.8	11.2	865.6	0.0	340.4	24961.3	0.0	115.1	57.2	817.9	0.0	11.2	0.0	0.0	27.4	1.6	119.5	3.2	0.0	0.8	0.8	18.6	33.6	139.5	137.7	3870.9	8.2	5.2	73.6	392.8	717.5	1.6	35.2	2965.3	21.8	30.4	0.0	8.3	10.6	32.2	0.0	12.7	3449.7	0.0	1.6	0.0	284.5	1.4	0.2	147584.0	0.8	4228.7	1.6	0.0	0.8	1.0	59.8	2.6	0.0	11.2	4.8	10.0	0.0	0.0	4.5	8.0	0.0	0.0	8581.1	4.5	2805.7	4.8	2069.9	1.0	30.6	0.0	1805.7	0.0	0.0	0.0	1.6	74982.8	446.8	28.8	224.746770255
37	3532.6	1.3	1088.7	38106.6	1718.0	328.4	0.4	4.4	297.8	0.5	8.4	113406.2	170786.2	545.7	39514.6	369.0	2.0	0.0	31.6	617908633.6	24476.5	2051.2	200	37600	37800	38200	9640.77777778	0.0	8.88888888889	0.0	2.0	0.0	0.0	78.6666666667	0.0	7358.55555556	7579.66666667	16134.5555556	14.0	7557.33333333	129.0	81.0	14.0	1080.33333333	0.0	425.111111111	31117.5555556	0.0	143.444444444	80.3333333333	1481.33333333	0.0	14.0	0.0	0.0	33.7777777778	2.0	152.888888889	4.0	0.0	1.0	1.0	23.3333333333	49.0	174.777777778	171.555555556	4839.11111111	9.88888888889	6.44444444444	97.4444444444	515.222222222	1138.77777778	1.77777777778	44.2222222222	3755.44444444	27.0	36.6666666667	0.0	8.88888888889	13.1111111111	41.0	0.0	17.8888888889	4510.44444444	0.0	3.0	0.0	472.222222222	2.0	0.222222222222	184496.555556	1.0	5322.33333333	3.0	0.0	2.11111111111	1.22222222222	84.1111111111	3.22222222222	0.0	14.0	6.0	15.4444444444	0.0	0.0	5.77777777778	14.0	0.0	0.0	10543.5555556	5.77777777778	3422.22222222	7.0	2738.44444445	1.22222222222	38.0	0.0	2260.33333333	0.0	0.0	0.0	1.77777777778	93736.3333333	571.222222222	36.0	226.987604546
38	3593.9	1.5	1077.4	38043.0	1708.8	329.1	0.4	4.2	310.0	1.0	6.9	109059.2	167220.8	543.0	39305.4	370.6	2.0	0.0	31.4	617956147.2	24479.5	2042.5	200	38800	38800	39200	9625.4	0.0	9.0	0.0	2.0	0.0	0.0	81.2	0.0	7237.0	7518.3	16092.1	14.0	7596.2	133.4	81.0	14.0	1063.5	0.0	416.2	31084.5	0.0	143.4	66.7	1491.9	0.0	14.0	0.0	0.0	33.3	2.0	161.8	4.0	0.0	1.0	1.0	23.2	49.0	173.3	171.0	4830.7	9.6	6.2	96.1	486.1	1149.6	2.0	44.4	3780.9	26.6	38.7	0.0	12.0	12.5	41.3	0.0	18.7	4577.4	0.0	3.0	0.0	476.1	2.5	0.1	181299.7	1.0	5293.4	3.0	0.0	2.1	1.1	85.0	3.1	0.0	14.0	6.0	15.2	0.0	0.0	6.0	14.0	0.0	0.0	10710.5	6.0	3387.5	7.0	2720.9	1.4	38.3	0.0	2259.1	0.0	0.0	0.0	2.0	93311.0	592.2	36.0	225.937392392
39	3622.4	1.0	1086.2	38019.4	1713.0	335.0	0.3	4.1	291.7	0.3	5.9	118726.6	170206.0	543.3	39943.1	370.2	2.0	0.0	31.8	618309222.4	24536.0	2052.4	200	38200	38200	38600	9651.11111111	0.0	9.0	0.0	2.0	0.0	0.0	82.8888888889	0.0	7265.22222222	7586.77777778	16148.5555556	14.0	7605.22222222	132.888888889	81.0	14.0	1060.77777778	0.0	426.666666667	31219.2222222	0.0	143.333333333	79.0	1495.55555556	0.0	14.0	0.0	0.0	33.5555555556	2.0	165.222222222	4.0	0.0	1.0	1.0	22.8888888889	49.0	174.111111111	171.222222222	4844.22222222	9.33333333333	6.22222222222	96.6666666667	514.777777778	1153.44444444	2.0	44.3333333333	3797.0	26.8888888889	40.1111111111	0.0	10.1111111111	12.2222222222	40.7777777778	0.0	19.0	4602.0	0.0	3.0	0.0	474.0	1.66666666667	0.0	182102.666667	1.0	5296.11111111	3.0	0.0	2.11111111111	1.11111111111	93.0	3.11111111111	0.0	13.8888888889	6.0	15.2222222222	0.0	0.0	5.55555555556	14.0	0.0	0.0	10931.5555556	5.66666666667	3462.11111111	7.0	2727.33333333	1.0	37.7777777778	0.0	2283.33333333	0.0	0.0	0.0	2.0	93610.4444444	600.555555556	36.0	225.768579104
40	3625.7	0.6	1089.2	38023.6	1704.1	328.8	0.3	4.8	288.5	0.6	5.1	121224.9	170422.7	545.8	39766.4	371.4	2.0	0.3	31.4	618032742.4	24518.1	2038.0	200	38400	38600	39000	9634.1	0.0	9.0	0.0	2.0	0.0	0.0	73.4	0.0	7166.5	7611.0	16140.7	14.0	7546.6	122.3	81.0	14.0	1082.3	0.0	433.1	31272.1	0.0	143.0	92.3	1478.1	0.0	14.0	0.0	0.0	32.1	2.0	151.9	4.0	0.0	1.0	1.0	22.2	49.0	172.6	170.2	4849.5	9.4	6.0	97.2	520.8	1136.8	2.0	44.2	3762.7	26.2	34.4	0.0	10.7	12.0	40.4	0.0	17.0	4514.2	0.0	3.0	0.0	470.6	2.4	0.0	185275.7	1.0	5279.0	3.0	0.0	2.0	1.0	100.4	3.0	0.0	14.0	6.0	15.0	0.0	0.0	5.0	14.0	0.0	0.0	10493.8	5.0	3280.0	7.0	2708.9	1.4	37.4	0.0	2251.7	0.0	2.2	0.0	2.0	94612.3	561.3	36.0	227.438895187
41	3504.1	0.5	1081.5	38093.2	1685.2	337.8	0.7	4.1	340.7	0.6	6.6	111452.5	167848.0	543.8	40166.6	368.7	2.0	0.0	31.4	617629286.4	24639.4	2027.8	200	38600	38600	39000	9625.5	0.0	9.0	0.0	2.0	0.0	0.0	79.2	0.0	7216.7	7673.7	16103.1	14.0	7633.3	126.2	81.0	14.0	1067.6	0.0	421.3	31376.9	0.0	143.3	76.6	1485.9	0.0	14.0	0.0	0.0	33.6	2.0	159.7	4.0	0.0	1.0	1.0	23.4	49.0	173.0	171.1	4841.7	9.6	6.4	97.5	492.8	1143.8	2.0	44.4	3811.1	26.8	36.9	0.0	11.8	12.7	42.3	0.0	17.9	4525.1	0.0	3.0	0.0	473.1	2.3	0.1	185231.6	1.0	5290.9	3.0	0.0	2.0	1.2	102.0	3.2	0.0	14.0	6.0	15.4	0.0	0.0	5.2	14.0	0.0	0.0	10525.2	5.2	3555.5	7.0	2718.4	1.3	39.3	0.0	2259.0	0.0	0.1	0.0	2.0	94871.3	580.9	36.0	228.367109961
42	3549.4	0.9	1102.9	38020.9	1703.1	334.2	0.6	4.4	347.7	0.4	7.2	109621.3	168953.0	544.2	40110.4	369.4	2.0	0.0	31.3	617389670.4	24541.3	2042.3	200	38800	38800	39200	9608.2	0.0	9.0	0.0	2.0	0.0	0.0	77.9	0.0	7205.2	7582.6	16084.2	14.0	7687.7	127.6	81.0	14.0	1064.2	0.0	420.3	31225.2	0.0	143.1	70.4	1486.4	0.0	14.0	0.0	0.0	33.2	2.0	159.2	4.0	0.0	1.0	1.0	23.0	49.0	173.6	170.7	4840.5	9.2	6.2	97.2	520.4	1145.1	2.1	44.4	3834.2	26.6	35.8	0.0	9.0	12.5	42.0	0.0	18.0	4581.2	0.0	3.0	0.0	472.7	2.1	0.1	184006.1	1.0	5272.3	3.0	0.0	2.0	1.1	83.1	3.1	0.0	14.0	6.0	15.2	0.0	0.0	5.4	14.0	0.0	0.0	10660.3	5.4	3370.7	7.0	2703.2	1.2	39.0	0.0	2231.8	0.0	0.0	0.0	2.0	94305.7	582.3	36.0	226.109635068
43	3572.1	0.5	1102.5	38001.0	1679.4	345.4	0.4	4.5	349.3	0.5	6.6	117478.7	168579.4	543.4	40213.0	369.2	2.0	0.0	31.4	617665331.2	24655.8	2029.7	200	38400	38400	38800	9605.3	0.0	8.9	0.0	2.0	0.0	0.0	79.4	0.0	7335.7	7531.8	16070.8	14.0	7611.9	130.9	81.0	14.0	1073.1	0.0	425.8	31159.3	0.0	143.2	76.9	1484.9	0.0	14.0	0.0	0.0	33.1	2.0	158.0	4.0	0.0	1.0	1.0	23.6	49.0	173.6	171.0	4835.9	9.4	6.2	97.0	487.4	1142.6	1.8	44.6	3832.1	26.7	38.1	0.0	11.2	12.5	41.7	0.0	18.3	4601.3	0.0	3.0	0.0	476.3	2.2	0.1	183434.3	1.0	5310.7	3.0	0.0	2.0	1.1	106.9	3.1	0.0	14.0	6.0	15.2	0.0	0.0	5.6	14.0	0.0	0.0	10707.3	5.6	3436.0	7.0	2733.8	1.2	38.7	0.0	2240.5	0.0	0.0	0.0	1.8	94134.1	578.8	36.0	227.7370114
44	3491.8	0.8	1100.8	38078.1	1692.4	344.0	0.1	4.8	343.3	0.2	7.6	105949.7	167187.1	544.8	40295.1	369.4	2.0	0.0	32.5	619936972.8	24800.2	2041.3	200	37600	37600	38000	8555.0	0.111111111111	7.88888888889	0.0	1.77777777778	0.0	0.0	72.8888888889	0.0	6325.66666667	6699.0	14276.0	12.4444444444	7268.11111111	115.333333333	79.1111111111	12.4444444444	935.444444444	0.0	374.222222222	27716.5555556	0.0	126.666666667	67.1111111111	1329.66666667	0.0	12.4444444444	0.0	0.0	30.5555555556	1.77777777778	147.666666667	3.55555555556	0.0	0.888888888889	0.888888888889	19.7777777778	43.5555555556	152.888888889	150.666666667	4302.0	8.44444444444	5.55555555556	86.6666666667	440.111111111	1027.11111111	1.55555555556	39.3333333333	3413.66666667	23.0	34.6666666667	0.0	8.44444444444	11.8888888889	39.0	0.0	16.2222222222	4079.55555556	0.0	2.66666666667	0.0	418.555555556	1.22222222222	0.111111111111	164712.666667	0.888888888889	4705.88888889	2.66666666667	0.0	1.77777777778	1.0	85.7777777778	2.77777777778	0.0	12.4444444444	5.33333333333	15.3333333333	0.0	0.0	5.33333333333	12.4444444444	0.0	0.0	9589.44444444	5.33333333333	2913.44444444	6.22222222222	2435.33333333	1.0	36.3333333333	0.0	1990.55555556	0.0	0.0	0.0	1.55555555556	84244.1111111	530.666666667	32.8888888889	226.10758791
45	3270.6	0.9	943.4	38497.8	1328.5	189.5	0.6	4.0	319.3	0.9	6.7	90404.9	121299.3	544.2	37799.3	370.5	2.0	0.0	32.5	619351244.8	24663.6	1522.6	200	37800	37800	38200	8739.4	0.0	8.0	0.0	1.8	0.0	0.0	69.1	0.0	6419.6	6752.5	14557.4	12.6	6751.3	115.6	80.1	12.6	951.8	0.0	383.6	12025.3	0.0	128.4	70.3	1347.4	0.0	12.6	0.0	0.0	30.9	1.8	114.2	3.6	0.0	0.9	0.9	19.8	44.1	154.8	152.9	4368.4	8.4	5.6	88.0	433.8	1040.4	1.6	39.8	3457.0	23.5	33.5	0.0	8.6	11.9	39.3	0.0	16.7	4090.9	0.0	2.7	0.0	429.7	1.7	0.1	49709.8	1.0	4769.3	2.7	0.0	1.8	1.0	68.2	2.8	0.0	12.6	5.4	15.5	0.0	0.0	5.2	12.6	0.0	0.0	9652.5	5.2	2839.7	6.3	2472.2	1.0	36.5	0.0	2095.0	0.0	0.9	0.0	1.6	40112.3	498.5	33.3	220.908103215
46	3262.1	0.9	941.5	38463.3	1336.0	188.1	0.7	3.9	363.1	0.3	6.0	83006.4	121438.2	543.9	37737.3	370.1	2.1	0.0	32.7	619824742.4	24704.8	1528.7	200	38000	38000	38400	6799.8	0.1	6.2	0.0	1.5	0.0	0.0	55.8	0.0	5129.5	5283.5	11312.7	9.8	5249.0	92.9	62.3	9.8	733.9	0.0	291.5	9408.8	0.0	100.3	46.2	1048.2	0.0	9.8	0.0	0.0	24.8	1.4	88.9	2.8	0.0	0.7	0.7	16.2	34.3	122.4	119.8	3395.2	7.2	4.6	67.4	336.4	808.4	1.2	31.0	2691.2	18.7	27.8	0.0	8.2	9.8	30.6	0.0	12.9	3175.9	0.0	2.1	0.0	335.8	1.8	0.2	38614.1	0.7	3720.7	2.1	0.0	1.4	0.9	55.3	2.3	0.0	9.8	4.2	12.3	0.0	0.0	4.7	9.9	0.0	0.0	7475.5	4.7	2231.9	4.9	1932.6	0.9	28.5	0.0	1602.3	0.0	0.0	0.0	1.2	31175.1	389.5	25.9	221.524488274
47	3564.11111111	0.333333333333	1078.77777778	38100.1111111	1705.0	331.0	0.666666666667	4.33333333333	279.333333333	0.555555555556	6.55555555556	113612.777778	168589.888889	544.444444444	39257.6666667	370.444444444	2.0	0.0	32.4444444444	617584867.556	24186.4444444	2041.0	200	38600	38600	39000	8117.2	0.1	8.1	0.0	1.8	0.0	0.0	69.7	0.0	6596.6	6859.9	13690.5	12.6	7029.2	114.0	80.1	12.6	967.2	0.0	381.2	28144.2	0.0	129.3	62.8	1304.8	0.0	12.6	0.0	0.0	30.6	1.8	123.3	3.6	0.0	0.9	0.9	21.2	44.1	156.9	154.8	4357.1	8.9	5.6	87.1	458.6	996.3	1.8	40.0	3351.4	24.6	33.2	0.0	9.6	11.9	38.3	0.0	15.8	4083.7	0.0	2.7	0.0	426.1	1.9	0.0	166657.5	0.9	4799.2	2.7	0.0	1.8	1.0	79.2	2.8	0.0	12.6	5.4	15.3	0.0	0.0	4.7	12.6	0.0	0.0	9534.5	4.8	3019.2	6.3	2409.7	1.0	35.6	0.0	2005.6	0.0	0.0	0.0	1.8	85602.6	475.3	33.3	226.38647383
48	3512.2	0.8	1084.3	38114.3	1690.4	333.9	0.6	4.1	316.5	0.2	6.3	111756.8	167925.7	544.0	39846.0	369.4	2.0	0.0	32.9	618210918.4	24182.6	2029.0	200	39600	39600	40000	9031.2	0.0	9.0	0.0	2.0	0.0	0.0	73.8	0.0	7204.5	7466.5	15182.6	14.0	7647.3	128.2	89.0	14.0	1054.0	0.0	417.2	31159.9	0.0	143.2	66.4	1451.0	0.0	14.0	0.0	0.0	34.0	2.0	134.4	4.0	0.0	1.0	1.0	22.8	49.0	173.0	170.8	4825.2	9.6	6.2	97.4	476.9	1109.0	2.0	44.4	3723.5	26.6	36.6	0.0	9.8	13.5	43.2	0.0	18.0	4510.1	0.0	3.0	0.0	473.3	2.2	0.1	185275.9	1.0	5300.4	3.0	0.0	2.0	1.1	89.6	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.5	14.0	0.0	0.0	10645.8	5.5	3291.7	7.0	2656.2	1.2	40.2	0.0	2236.8	0.0	0.2	0.0	2.0	94443.3	528.2	37.0	224.695011975
49	3463.4	0.4	1093.0	38138.3	1692.4	342.9	0.1	4.6	318.7	0.3	7.8	99937.3	166452.1	544.6	39627.1	366.5	2.0	0.0	32.6	617604710.4	24156.1	2040.0	200	37800	37800	38200	7998.22222223	0.0	7.77777777778	0.0	1.77777777778	0.0	0.0	68.4444444444	0.0	6675.0	6647.0	13489.4444445	12.4444444444	6937.66666667	112.777777778	79.1111111111	12.4444444444	947.444444444	0.0	372.222222222	27692.5555556	0.0	127.333333333	62.2222222222	1291.0	0.0	12.4444444444	0.0	0.0	29.6666666667	1.77777777778	119.666666667	3.55555555556	0.0	0.888888888889	0.888888888889	22.6666666667	43.5555555556	156.111111111	153.0	4293.22222222	7.88888888889	5.33333333333	86.4444444444	447.888888889	986.0	1.33333333333	39.5555555556	3279.0	24.5555555556	32.2222222222	0.0	10.4444444444	11.5555555556	37.8888888889	0.0	15.7777777778	3943.44444444	0.0	2.66666666667	0.0	418.0	1.55555555556	0.0	163954.222222	0.888888888889	4750.11111111	2.66666666667	0.0	1.77777777778	0.888888888889	79.8888888889	2.66666666667	0.0	12.4444444444	5.33333333333	15.1111111111	0.0	0.0	5.11111111111	12.4444444444	0.0	0.0	9422.66666667	5.11111111111	2842.33333333	6.22222222222	2388.44444445	1.0	35.2222222222	0.0	1980.66666667	0.0	0.0	0.0	1.33333333333	83662.3333333	469.666666667	32.8888888889	225.435674139
50	3686.1	1.2	1092.1	37940.0	1715.5	339.7	0.3	4.2	305.8	0.3	5.8	122671.4	170478.4	545.1	39936.5	368.2	2.0	0.0	32.5	617623552.0	24128.2	2059.7	200	38600	38600	39000	8082.5	0.0	8.0	0.0	1.8	0.0	0.0	68.2	0.0	6525.7	6799.2	13665.5	12.6	7331.1	113.3	80.1	12.6	959.2	0.0	385.7	28048.2	0.0	128.3	76.5	1301.2	0.0	12.6	0.0	0.0	29.9	1.8	121.8	3.6	0.0	0.9	0.9	20.4	44.1	155.4	152.9	4366.2	8.5	5.4	88.2	458.1	994.5	1.6	39.8	3320.9	23.6	32.1	0.0	9.3	11.7	38.9	0.0	15.8	4031.7	0.0	2.7	0.0	425.0	2.1	0.0	166141.0	0.9	4772.3	2.7	0.0	1.8	0.9	78.5	2.7	0.0	12.6	5.4	15.3	0.0	0.0	4.8	12.6	0.0	0.0	9576.6	4.8	2988.3	6.3	2392.2	1.0	36.2	0.0	2010.7	0.0	0.8	0.0	1.6	84827.8	472.5	33.3	225.437899823
51	3511.3	0.3	1095.9	38100.7	1700.3	338.1	0.0	4.9	349.7	0.4	7.4	109262.2	168716.5	544.2	40032.6	369.4	2.0	0.0	32.7	617433907.2	24213.9	2043.3	200	38200	38200	38600	8991.8	0.0	9.0	0.0	2.0	0.0	0.0	77.4	0.0	7259.7	7531.2	15169.8	14.0	8051.1	122.2	89.0	14.0	1078.6	0.0	419.2	31105.1	0.0	143.3	71.3	1444.9	0.0	14.0	0.0	0.0	33.9	2.0	134.2	4.0	0.0	1.0	1.0	22.8	49.0	173.3	170.8	4829.7	9.0	6.2	96.9	486.4	1103.4	2.0	44.2	3701.5	26.5	35.5	0.0	9.3	13.2	42.1	0.0	17.2	4484.8	0.0	3.0	0.0	468.2	1.6	0.1	183957.3	1.0	5317.3	3.0	0.0	2.0	1.1	89.6	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.1	14.0	0.0	0.0	10373.4	5.1	3275.9	7.0	2668.4	1.3	39.1	0.0	2202.7	0.0	0.2	0.0	2.0	94340.0	522.5	37.0	226.601528463
52	3633.0	1.1	1102.1	37984.3	1711.7	342.6	0.4	4.4	349.9	1.2	6.6	113242.5	169621.4	546.8	39436.0	368.4	2.0	0.0	32.8	617747660.8	24219.9	2059.1	200	38000	38000	38600	9008.6	0.0	8.9	0.0	2.0	0.0	0.0	81.7	0.0	7281.2	7554.2	15195.2	14.0	7917.0	133.0	89.0	14.0	1060.1	0.0	422.5	31135.6	0.0	143.0	73.6	1452.5	0.0	14.0	0.0	0.0	34.1	2.0	141.0	4.0	0.0	1.0	1.0	23.2	49.0	173.4	170.5	4835.3	9.8	6.2	96.9	502.2	1110.7	1.8	44.2	3703.7	26.4	37.8	0.0	10.4	13.5	43.2	0.0	18.5	4461.6	0.0	3.0	0.0	474.0	2.1	0.1	183021.6	1.0	5318.9	3.0	0.0	2.0	1.2	88.4	3.2	0.0	14.0	6.0	17.2	0.0	0.0	6.1	14.0	0.0	0.0	10725.2	6.2	3272.9	7.0	2672.1	1.1	40.2	0.0	2229.4	0.0	0.0	0.0	1.8	93812.2	542.1	37.0	225.016660602
53	3545.22222222	1.0	1067.55555556	38075.2222222	1716.22222222	331.666666667	0.444444444444	4.44444444444	334.111111111	0.333333333333	6.77777777778	107967.222222	169403.111111	544.111111111	39505.6666667	372.888888889	2.0	0.0	32.5555555556	616707868.444	24164.5555556	2052.77777778	200	38600	38600	39200	9014.0	0.0	8.9	0.0	2.0	0.0	0.0	75.8	0.0	7285.7	7488.9	15208.5	14.0	7730.0	124.5	89.0	14.0	1065.7	0.0	423.4	31111.7	0.0	143.0	77.8	1447.4	0.0	14.0	0.0	0.0	33.2	2.0	135.2	4.0	0.0	1.0	1.0	22.6	49.0	173.4	170.4	4838.9	10.0	6.0	97.4	504.2	1106.0	1.8	44.2	3676.2	26.3	34.8	0.0	9.5	13.0	42.8	0.0	17.5	4363.4	0.0	3.0	0.0	472.1	2.2	0.0	184263.1	1.0	5324.3	3.0	0.0	2.0	1.0	92.1	3.0	0.0	14.0	6.0	17.0	0.0	0.0	5.1	14.0	0.0	0.0	10558.8	5.1	3128.7	7.0	2674.7	1.2	39.8	0.0	2206.4	0.0	2.1	0.0	1.8	93972.3	522.9	37.0	224.526533434
54	3266.3	0.7	930.6	38531.4	1350.0	186.2	0.5	3.9	299.5	0.5	6.9	84841.5	120975.0	544.3	37221.3	369.0	2.0	0.0	32.7	617013248.0	23886.5	1540.6	200	38600	38600	39000	9069.7	0.0	9.0	0.0	2.0	0.0	0.0	75.6	0.0	7163.9	7569.2	15281.8	14.0	7506.3	122.8	89.0	14.0	1072.8	0.0	420.7	13392.3	0.0	143.4	76.0	1445.3	0.0	14.0	0.0	0.0	33.8	2.0	125.3	4.0	0.0	1.0	1.0	22.4	49.0	173.2	171.1	4858.2	9.6	6.2	96.0	499.3	1103.2	2.0	44.2	3678.8	26.7	35.7	0.0	8.7	13.5	43.7	0.0	17.1	4402.1	0.0	3.0	0.0	476.2	1.9	0.1	55043.7	1.0	5292.6	3.0	0.0	2.0	1.1	88.1	3.1	0.0	14.0	6.0	17.2	0.0	0.0	5.4	14.0	0.0	0.0	10532.1	5.4	3334.7	7.0	2653.5	1.2	40.7	0.0	2255.8	0.0	0.0	0.0	2.0	44171.1	509.6	37.0	220.217280511
55	3197.7	0.7	922.1	38545.1	1327.9	183.1	0.2	4.5	362.2	0.3	5.8	86493.2	120209.0	544.4	37022.3	367.5	2.0	0.0	32.3	616624537.6	23965.1	1515.7	200	38200	38400	38800	9064.6	0.0	9.0	0.0	2.0	0.0	0.0	79.8	0.0	7151.1	7569.9	15262.7	14.0	7506.4	123.5	89.0	14.0	1055.6	0.0	418.1	13451.0	0.0	143.5	70.5	1446.4	0.0	14.0	0.0	0.0	33.1	2.0	125.2	4.0	0.0	1.0	1.0	23.2	49.0	173.1	171.4	4854.6	9.8	6.0	96.9	495.4	1103.7	2.0	44.0	3690.6	26.9	36.6	0.0	12.4	13.0	42.3	0.0	17.5	4364.5	0.0	3.0	0.0	477.7	1.7	0.0	54998.6	1.0	5273.7	3.0	0.0	2.0	1.0	85.0	3.0	0.0	14.0	6.0	17.0	0.0	0.0	5.4	14.0	0.0	0.0	10445.0	5.4	3404.4	7.0	2642.8	1.1	39.3	0.0	2272.1	0.0	0.0	0.0	2.0	44219.0	510.7	37.0	220.425727245
56	3302.3	0.7	933.4	38478.5	1352.2	183.7	0.3	3.8	317.4	0.2	7.4	88400.9	121374.4	543.9	37215.5	368.4	2.0	0.0	32.8	617247129.6	23942.1	1540.0	200	38600	38600	39000	9077.8	0.0	9.0	0.0	2.0	0.0	0.0	81.7	0.0	7242.3	7508.9	15302.9	14.0	7486.3	129.6	89.0	14.0	1072.1	0.0	426.9	13378.3	0.0	143.5	84.9	1457.1	0.0	14.0	0.0	0.0	35.6	2.0	131.0	4.0	0.0	1.0	1.0	23.0	49.0	173.4	171.1	4863.7	10.0	6.6	96.9	489.1	1115.1	2.0	44.2	3668.0	26.6	37.2	0.0	9.3	13.7	44.1	0.0	18.5	4346.8	0.0	3.0	0.0	480.3	1.9	0.3	55230.9	1.0	5303.3	3.0	0.0	2.0	1.3	66.6	3.3	0.0	14.0	6.0	17.6	0.0	0.0	6.1	14.0	0.0	0.0	10650.3	6.1	3117.4	7.0	2669.8	1.2	41.1	0.0	2324.4	0.0	0.5	0.0	2.0	44375.7	535.0	37.0	221.207369132
