id	user	nice	system	idle	cpu_jiffy_user	cpu_jiffy_kernel	cpu_jiffy_user_childs	cpu_jiffy_kernel_childs	iowait	irq	softirq	tot_intrpt	cntx	tot_process	minor_fault	minor_fault_childs	major_fault	major_fault_childs	no_threads	virtual_mem_size	resident_mem_size	total_cpu	duration	R*duration	G*duration	B*duration	lseek	rt_sigtimedwait	uname	kill	epoll_create	umask	send	writev	fchmod	getpid	epoll_wait	read	getgid32	cacheflush	gettid	fsync	geteuid32	recvfrom	sched_get_priority_max	sendto	clock_gettime	inotify_init	connect	getsockname	close	flock	getegid32	rt_sigprocmask	inotify_add_watch	access	sigaltstack	munmap	socketpair	setpgid	getcwd	symlink	getpeername	sigaction	setsockopt	socket	sendmsg	epoll_ctl	chmod	brk	poll	open	select	unlink	sigprocmask	getsockopt	getpriority	recv	nanosleep	mkdir	set_tls	rmdir	dup	mprotect	listen	fork	fchown32	getuid32	sched_yield	statfs64	gettimeofday	mremap	fcntl64	execve	msync	wait4	chdir	madvise	getrusage	sched_setscheduler	ftruncate	rename	getdents64	accept	readv	prctl	pipe	sched_getparam	rt_sigreturn	write	setpriority	recvmsg	getrlimit	stat	restart_syscall	clone	sched_getscheduler	ioctl	readlink	clock_nanosleep	pwrite	bind	futex	mmap2	utimes	energy
91	3516.2	0.4	934.3	38332.1	1746.9	188.4	0.3	4.4	251.7	0.9	5.8	74720.1	119395.0	541.7	57054.7	372.3	2.0	0.0	32.3	622025113.6	22821.4	1940.0	200	39800	39800	40200	9308.7	0.0	8.8	0.0	2.0	0.0	0.0	31.8	0.0	7266.0	7730.8	15576.2	20.8	5722.2	123.7	89.0	20.8	1069.6	0.0	423.2	13975.7	0.0	141.4	78.8	1440.5	0.0	20.8	0.0	0.0	38.0	2.0	237.1	4.0	0.0	1.0	1.0	22.2	49.0	170.8	168.3	4868.2	9.6	6.2	97.3	494.4	1059.0	1.6	44.2	4275.3	25.7	33.4	0.0	12.7	12.5	43.4	0.0	21.7	4171.7	0.0	3.0	0.0	654.6	2.6	1.1	57246.9	1.0	5294.6	3.0	0.0	2.0	1.1	499.1	3.1	0.0	14.0	6.0	17.2	0.0	0.0	4.5	14.0	0.0	0.0	6768.4	4.5	3238.7	7.0	2499.9	1.2	40.4	0.0	2145.1	0.0	0.0	0.0	1.6	45293.9	619.6	6.0	224.818769299
92	3344.0	0.6	945.5	38492.0	1449.5	182.8	0.5	4.4	245.2	0.6	6.8	79177.6	119733.5	541.6	50870.2	372.5	2.0	0.0	32.5	617249587.2	22685.9	1637.2	200	38600	38600	39000	9314.3	0.0	9.0	0.0	2.0	0.0	0.0	33.0	0.0	7362.9	7819.1	15560.0	21.8	4886.5	127.8	89.0	21.8	1057.0	0.0	417.9	13988.8	0.0	142.0	73.0	1447.8	0.0	21.8	0.0	0.0	37.5	2.0	266.8	4.0	0.0	1.0	1.0	23.0	49.0	171.4	169.8	4861.7	8.9	6.0	96.1	493.9	1065.5	2.0	44.0	4306.2	26.8	34.3	0.0	11.9	12.0	43.2	0.0	22.5	4207.5	0.0	3.0	0.0	658.8	3.1	1.0	56665.0	1.0	5314.3	3.0	0.0	2.0	1.0	627.3	3.0	0.0	14.0	6.0	17.0	0.0	0.0	4.7	14.0	0.0	0.0	6759.8	4.7	3461.8	7.0	2516.2	1.2	40.2	0.0	2192.4	0.0	0.0	0.0	2.0	44975.6	661.9	6.0	222.54593258
93	3337.2	0.7	928.9	38504.1	1458.5	172.4	0.8	4.1	255.5	0.6	5.8	76734.7	119429.1	542.1	44312.1	372.1	2.0	0.0	32.8	617754214.4	22682.3	1635.8	200	39200	39200	39600	9313.6	0.0	9.0	0.0	2.0	0.0	0.0	29.9	0.0	7461.4	7784.4	15586.2	22.0	4837.8	127.2	89.0	22.0	1062.3	0.0	430.4	13929.2	0.0	142.0	87.7	1445.2	0.0	22.0	0.0	0.0	38.6	2.0	290.8	4.0	0.0	1.0	1.0	23.4	49.0	172.1	170.0	4875.9	9.4	6.4	94.9	502.8	1063.3	2.0	44.2	4264.3	27.0	33.2	0.0	11.6	12.3	43.4	0.0	22.1	4127.5	0.0	3.0	0.0	658.5	2.7	1.2	56852.5	1.0	5337.6	3.0	0.0	2.0	1.2	595.3	3.2	0.0	14.0	6.0	17.4	0.0	0.0	4.5	14.0	0.0	0.0	6788.3	4.7	3361.9	7.0	2531.4	1.5	40.4	0.0	2193.9	0.0	0.0	0.0	2.0	45280.7	684.4	6.0	221.623051773
94	3426.77777778	0.777777777778	948.444444444	38384.6666667	1466.88888889	181.111111111	0.555555555556	4.11111111111	288.0	0.333333333333	6.44444444444	88360.8888889	119819.444444	541.0	55247.8888889	371.222222222	2.0	0.0	32.5555555556	617669063.111	22659.7777778	1652.66666667	200	38600	38400	39000	9313.2	0.0	9.0	0.0	2.0	0.0	0.0	31.5	0.0	7409.5	7764.3	15587.3	20.7	4865.3	125.8	89.0	20.7	1073.3	0.0	427.4	13916.7	0.0	142.0	86.6	1444.0	0.0	20.7	0.0	0.0	38.0	2.0	276.3	4.0	0.0	1.0	1.0	22.8	49.0	172.0	169.8	4873.3	9.2	6.2	97.4	506.7	1060.7	2.0	44.4	4285.2	26.8	33.4	0.0	13.6	12.2	44.4	0.0	22.1	4166.2	0.0	3.0	0.0	656.0	2.5	1.1	56857.1	1.0	5326.0	3.0	0.0	2.0	1.1	618.8	3.1	0.0	14.0	6.0	17.2	0.0	0.0	4.2	14.0	0.0	0.0	6780.5	4.2	3380.2	7.0	2521.2	1.3	41.3	0.0	2176.5	0.0	1.0	0.0	2.0	45247.7	664.3	6.0	222.545236195
95	3490.3	0.9	940.5	38322.6	1467.9	177.8	0.4	3.5	275.3	0.5	7.2	89490.2	121753.9	543.4	51971.4	372.8	2.0	0.0	32.9	617654681.6	22237.0	1649.6	200	39200	39200	39600	9214.2	0.0	9.0	0.0	2.0	0.0	0.0	29.3	0.0	7207.5	7668.4	15460.7	21.6	4744.6	123.0	89.0	21.6	1043.5	0.0	414.1	13797.5	0.0	142.0	69.2	1459.3	0.0	21.6	0.0	0.0	37.9	2.0	278.7	4.0	0.0	1.0	1.0	22.8	49.0	172.3	169.9	4870.7	9.4	6.2	97.1	493.7	1063.2	2.0	44.2	4180.3	26.9	32.2	0.0	12.1	12.2	43.2	0.0	22.8	4114.5	0.0	3.0	0.0	652.4	2.5	1.1	56450.4	1.0	5291.4	3.0	0.0	2.0	1.1	565.3	3.1	0.0	14.0	6.0	18.2	0.0	0.0	4.3	14.0	0.0	0.0	6770.7	4.3	3259.5	7.0	2495.8	0.6	40.2	0.0	2139.1	0.0	0.0	0.0	2.0	44576.1	671.1	6.0	221.230770574
96	3291.7	1.0	926.7	38545.2	1439.9	188.8	0.1	4.0	263.1	0.6	6.2	83089.2	118797.6	543.7	59837.1	372.4	2.0	0.0	32.6	617216819.2	22936.3	1632.8	200	39400	39200	39800	9324.6	0.0	8.8	0.0	2.0	0.0	0.0	31.3	0.0	7269.7	7759.8	15573.9	23.5	4768.7	129.3	89.0	23.5	1053.2	0.0	417.4	13917.7	0.0	141.4	67.7	1455.9	0.0	23.5	0.0	0.0	39.6	2.0	287.4	4.0	0.0	1.0	1.0	22.6	49.0	173.0	168.8	4869.6	10.0	6.5	97.3	493.4	1067.0	1.6	44.6	4212.9	26.2	33.6	0.0	11.0	12.8	43.7	0.0	21.8	4151.6	0.0	3.0	0.0	658.5	2.3	1.4	56353.7	1.0	5303.0	3.0	0.0	2.1	1.4	545.5	3.4	0.0	14.0	6.0	18.8	0.0	0.0	4.9	14.0	0.0	0.0	6795.2	5.0	3385.8	7.0	2503.9	0.9	40.7	0.0	2189.3	0.0	0.0	0.0	1.6	44681.3	691.1	6.0	220.921298441
97	3596.3	0.5	1074.3	38088.3	1733.0	328.1	0.2	4.0	260.5	0.5	7.1	110340.0	165452.1	542.5	60499.4	373.9	2.0	0.0	32.5	615692697.6	22406.6	2065.3	200	38600	38600	39000	8191.8	0.0	8.8	0.0	2.0	0.0	0.0	25.1	0.0	7329.7	7789.2	14102.4	21.0	4702.3	122.4	89.0	21.0	1080.5	0.0	422.9	31331.2	0.0	141.4	75.3	1281.2	0.0	21.0	0.0	0.0	37.3	2.0	277.0	4.0	0.0	1.0	1.0	23.0	49.0	173.1	169.5	4871.1	9.4	6.0	53.5	505.5	887.9	1.6	44.0	3745.0	26.9	29.9	0.0	12.4	12.0	41.3	0.0	20.8	3689.8	0.0	3.0	0.0	650.2	2.6	1.0	183472.4	1.8	5314.8	3.0	0.0	2.1	1.1	497.7	3.1	0.0	14.0	6.0	13.2	0.0	0.0	3.9	14.0	0.0	0.0	6766.3	3.9	3371.4	7.0	2178.7	0.6	38.3	0.0	2122.7	0.0	0.0	0.0	1.6	94473.9	639.8	6.0	225.473111491
98	3933.5	0.6	1148.5	37678.9	2086.0	343.3	0.5	3.7	253.0	0.9	10.3	109999.8	176281.6	546.1	61152.8	373.8	2.0	0.0	32.4	615591116.8	22571.6	2433.5	200	39200	39200	39600	8301.6	0.0	8.9	0.0	2.0	0.0	0.0	28.8	0.0	7378.8	7656.6	14170.5	21.2	4886.0	123.2	89.0	21.2	1057.6	0.0	420.9	32139.6	0.0	141.7	68.4	1282.5	0.0	21.2	0.0	0.0	37.6	2.0	275.5	4.0	0.0	1.0	1.0	23.2	49.0	172.7	169.2	4849.9	9.5	6.0	53.6	494.1	889.9	1.8	44.4	3874.5	26.4	32.2	0.0	11.9	12.0	41.5	0.0	21.1	4042.3	0.0	3.0	0.0	651.6	3.1	1.0	185290.4	1.0	5318.5	3.0	0.0	2.0	1.1	447.5	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.0	14.0	0.0	0.0	6766.3	4.1	3270.7	7.0	2180.5	0.6	38.5	0.0	3169.6	0.0	0.0	0.0	1.8	94798.7	639.0	6.0	230.630910709
99	4048.77777778	1.11111111111	1134.0	37596.8888889	2103.77777778	334.222222222	0.333333333333	3.66666666667	249.333333333	0.444444444444	7.11111111111	117278.888889	176386.888889	544.111111111	60725.0	373.333333333	2.0	0.0	32.7777777778	616192227.556	22624.1111111	2442.0	200	38600	38600	39000	8395.7	0.0	8.7	0.0	2.0	0.0	0.0	30.0	0.0	7339.1	7612.8	14269.4	21.8	4860.7	124.8	89.0	21.8	1055.8	0.0	418.9	32069.1	0.0	141.1	67.6	1278.8	0.0	21.8	0.0	0.0	38.1	2.0	262.4	4.0	0.0	1.0	1.0	22.8	49.0	172.6	168.4	4852.0	10.0	6.2	53.2	507.1	887.8	1.4	44.0	3873.1	26.0	32.6	0.0	11.5	12.2	43.4	0.0	21.2	3993.2	0.0	3.0	0.0	648.9	2.6	1.1	185537.6	1.0	5320.6	3.0	0.0	2.0	1.1	428.1	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.7	14.0	0.0	0.0	6769.7	4.7	3295.0	7.0	2183.6	0.4	40.4	0.0	3164.1	0.0	0.0	0.0	1.4	95164.9	630.9	6.0	231.09207485
100	3769.0	1.45454545455	1118.27272727	37878.9090909	1903.63636364	331.909090909	0.272727272727	3.90909090909	254.545454545	0.636363636364	5.63636363636	113452.636364	174570.363636	542.909090909	56882.6363636	374.727272727	2.0	0.0	32.5454545455	615969512.727	22305.7272727	2239.72727273	200	39800	39800	40200	8575.6	0.1	9.0	0.0	2.0	0.0	0.0	26.5	0.0	7334.2	7643.3	14451.3	20.9	4698.6	125.1	89.0	20.9	1071.2	0.0	419.7	31648.0	0.0	142.0	67.5	1285.4	0.0	20.9	0.0	0.0	38.1	2.0	265.4	4.0	0.0	1.0	1.0	23.2	49.0	172.9	169.9	4855.1	9.7	6.2	53.2	504.0	890.5	2.0	44.0	3837.5	26.9	30.4	0.0	11.7	13.5	42.6	0.0	21.4	3686.1	0.0	3.0	0.0	652.0	2.9	1.1	185708.7	1.9	5308.3	3.0	0.0	2.0	1.1	480.1	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.4	14.0	0.0	0.0	6753.0	4.4	3285.2	7.0	2174.4	0.5	39.6	0.0	3232.4	0.0	0.9	0.0	2.0	95220.5	630.4	6.0	229.236922519
101	3549.6	1.1	1061.3	38120.8	1747.5	327.0	0.2	4.2	283.2	0.2	7.8	108338.1	166086.2	544.4	53771.1	376.0	2.0	0.0	32.6	616069120.0	22410.7	2078.9	200	39400	39400	39800	8376.5	0.1	9.0	0.0	2.0	0.0	0.0	25.3	0.0	7275.3	7783.5	14267.0	20.2	4734.7	122.8	89.0	20.2	1047.0	0.0	417.3	31464.0	0.0	142.0	70.8	1283.5	0.0	20.2	0.0	0.0	37.3	2.0	258.5	4.0	0.0	1.0	1.0	22.6	49.0	171.9	169.5	4867.4	9.6	6.0	52.9	493.6	889.0	2.0	44.2	3788.4	26.5	29.9	0.0	11.7	13.0	42.2	0.0	20.5	3751.1	0.0	3.0	0.0	649.4	2.2	1.0	183674.4	1.9	5309.0	3.0	0.0	2.1	1.0	472.8	3.0	0.0	14.0	6.0	13.0	0.0	0.0	4.3	14.0	0.0	0.0	6786.3	4.3	3408.3	7.0	2174.8	0.6	39.2	0.0	2107.8	0.0	0.9	0.0	2.0	94359.7	617.4	6.0	224.408345228
102	3569.2	0.6	1074.0	38131.4	1726.8	331.2	0.4	3.4	249.1	0.0	7.5	118856.0	166186.9	543.9	58473.2	374.4	2.0	0.0	32.6	616070348.8	22305.7	2061.8	200	39200	39200	39600	8278.6	0.0	8.8	0.0	2.0	0.0	0.0	25.3	0.0	7396.2	7677.3	14161.5	21.5	4692.3	126.1	89.0	21.5	1050.8	0.0	417.6	31332.4	0.0	141.4	66.9	1282.3	0.0	21.5	0.0	0.0	37.8	2.0	255.4	4.0	0.0	1.0	1.0	23.8	49.0	173.3	169.2	4858.4	9.2	6.1	53.6	502.2	889.2	1.6	44.4	3728.1	26.6	30.4	0.0	12.2	13.1	42.5	0.0	21.0	3661.4	0.0	3.0	0.0	653.0	2.8	1.1	183482.1	1.8	5314.0	3.0	0.0	2.0	1.1	490.0	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.6	14.0	0.0	0.0	6769.4	4.6	3340.9	7.0	2175.2	0.4	39.5	0.0	2085.6	0.0	0.0	0.0	1.6	93654.7	620.3	6.0	225.524671173
103	3500.0	1.3	1079.2	38158.2	1731.4	330.9	0.2	3.6	279.8	0.9	6.4	104882.6	165570.3	543.2	61082.7	374.0	2.0	0.0	32.9	616893235.2	22220.6	2066.1	200	38600	38600	39000	8177.6	0.0	9.0	0.0	2.0	0.0	0.0	29.8	0.0	7268.3	7790.9	14064.5	23.0	4769.4	133.5	89.0	23.0	1052.5	0.0	421.1	31502.4	0.0	142.0	70.2	1285.8	0.0	23.0	0.0	0.0	39.6	2.0	249.7	4.0	0.0	1.0	1.0	22.2	49.0	172.3	169.1	4869.7	10.0	6.6	53.8	496.1	894.1	2.0	44.2	3756.5	26.1	32.2	0.0	13.0	15.5	43.9	0.0	21.3	3844.7	0.0	3.0	0.0	657.3	3.0	1.3	183589.7	2.0	5309.4	3.0	0.0	2.0	1.3	606.8	3.3	0.0	14.0	6.0	13.6	0.0	0.0	5.3	14.0	0.0	0.0	6797.8	5.3	3434.9	7.0	2180.1	0.6	40.9	0.0	2141.9	0.0	1.2	0.0	2.0	94190.7	617.1	7.0	223.779823698
104	3573.8	0.8	1080.5	38102.7	1738.1	336.1	0.6	3.1	262.0	0.2	6.6	113142.1	166614.7	543.2	58605.0	373.7	2.0	0.0	32.7	616604876.8	22209.2	2077.9	200	39200	39200	39600	8377.4	0.0	8.9	0.0	2.0	0.0	0.0	28.6	0.0	7326.3	7721.4	14250.3	22.2	4743.2	128.6	89.0	22.2	1069.2	0.0	412.4	31334.8	0.0	141.7	63.8	1283.2	0.0	22.2	0.0	0.0	38.9	2.0	269.5	4.0	0.0	1.0	1.0	22.6	49.0	172.4	169.1	4860.6	9.8	6.4	53.3	500.5	891.2	1.8	44.0	3803.3	26.3	31.4	0.0	10.8	15.0	42.7	0.0	21.3	3797.5	0.0	3.0	0.0	652.9	2.2	1.2	183346.5	1.8	5321.0	3.0	0.0	2.0	1.3	624.9	3.3	0.0	14.0	6.0	13.6	0.0	0.0	4.8	14.0	0.0	0.0	6757.9	4.8	3398.0	7.0	2188.5	0.5	39.7	0.0	2121.5	0.0	0.0	0.0	1.8	94163.8	632.9	7.0	228.266635942
105	3597.8	0.7	1068.6	38082.7	1750.1	327.4	0.6	3.2	268.4	0.4	6.3	110257.2	166692.4	545.8	60655.0	373.0	2.0	0.0	32.6	616063795.2	22167.8	2081.3	200	39200	39200	39600	8279.1	0.0	9.0	0.0	2.0	0.0	0.0	28.4	0.0	7383.9	7840.5	14172.8	22.4	4753.5	127.0	89.0	22.4	1078.4	0.0	425.9	31623.5	0.0	142.0	76.7	1287.2	0.0	22.4	0.0	0.0	38.2	2.0	252.3	4.0	0.0	1.0	1.0	23.2	49.0	173.4	170.1	4876.0	9.8	6.2	53.9	519.8	894.1	2.0	44.4	3795.8	27.1	31.1	0.0	11.7	14.5	41.7	0.0	21.1	3808.8	0.0	3.0	0.0	653.8	2.9	1.1	183968.2	2.0	5320.0	3.0	0.0	2.1	1.1	635.6	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.3	14.0	0.0	0.0	6786.2	4.3	3496.7	7.0	2185.4	0.6	38.7	0.0	2153.2	0.0	0.0	0.0	2.0	95125.2	613.9	7.0	226.379805018
106	3646.2	0.7	1085.3	38030.6	1756.3	327.0	0.0	4.0	266.7	0.4	6.3	111532.3	167407.7	545.9	61140.8	372.5	2.0	0.0	32.7	616480768.0	22131.9	2087.3	200	39000	39000	39400	7356.1	0.0	7.8	0.0	1.8	0.0	0.0	25.0	0.0	6576.8	6960.5	12633.5	20.0	4268.6	116.5	80.1	20.0	944.9	0.0	372.2	28258.5	0.0	126.9	57.8	1154.9	0.0	20.0	0.0	0.0	34.5	1.8	227.9	3.6	0.0	0.9	0.9	20.8	44.1	155.6	151.5	4371.3	8.1	5.6	48.0	427.3	802.7	1.2	40.0	3387.0	23.4	27.9	0.0	11.1	12.8	37.8	0.0	18.9	3400.1	0.0	2.7	0.0	589.3	3.2	1.0	164988.2	1.6	4767.5	2.7	0.0	1.8	1.0	536.9	2.8	0.0	12.6	5.4	11.9	0.0	0.0	4.0	12.6	0.0	0.0	6083.1	4.1	3104.5	6.3	1951.5	0.7	35.1	0.0	1888.2	0.0	0.0	0.0	1.2	84558.0	555.0	6.3	226.777446711
107	3578.7	0.9	1078.7	38072.9	1750.0	330.1	0.1	4.1	292.0	0.6	7.1	104361.8	166159.6	543.8	64000.5	372.4	2.0	0.0	32.8	616481996.8	22253.5	2084.3	200	39400	39200	39800	8174.7	0.2	8.9	0.0	2.0	0.0	0.0	25.9	0.0	7329.4	7759.1	14094.8	20.0	4702.7	122.5	89.0	20.0	1096.3	0.0	430.2	31387.0	0.0	141.7	85.0	1281.4	0.0	20.0	0.0	0.0	37.2	2.0	240.6	4.0	0.0	1.0	1.0	22.6	49.0	172.1	169.0	4882.8	8.9	6.0	53.4	501.1	886.9	1.8	44.2	3744.7	26.2	30.2	0.0	11.2	14.0	42.0	0.0	20.4	3701.8	0.0	3.0	0.0	649.5	2.6	1.0	183546.1	2.0	5315.3	3.0	0.0	2.0	1.0	604.0	3.0	0.0	14.0	6.0	13.0	0.0	0.0	4.4	14.0	0.0	0.0	6795.4	4.4	3373.4	7.0	2182.7	0.6	39.0	0.0	2117.8	0.0	0.9	0.0	1.8	94222.9	593.2	7.0	226.395614002
108	3630.9	0.8	1091.3	38064.4	1759.0	334.7	0.4	3.6	239.4	0.3	6.4	111502.1	166835.2	543.2	60388.6	372.1	2.0	0.0	32.3	615845478.4	22176.5	2097.7	200	39600	39600	40000	8487.5	0.0	8.9	0.0	2.0	0.0	0.0	29.8	0.0	7405.4	7696.7	14396.0	23.9	4744.1	132.3	89.0	23.9	1057.4	0.0	421.3	31391.8	0.0	141.7	73.1	1290.4	0.0	23.9	0.0	0.0	39.2	2.0	258.2	4.0	0.0	1.0	1.0	23.4	49.0	172.9	169.8	4876.8	10.1	6.4	53.6	509.7	899.2	1.9	44.4	3837.5	27.0	31.7	0.0	12.0	14.4	42.4	0.0	21.7	3803.4	0.0	3.0	0.0	656.1	3.1	1.2	183410.3	2.0	5335.9	3.0	0.0	2.0	1.2	623.3	3.2	0.0	14.0	6.0	13.4	0.0	0.0	4.8	14.0	0.0	0.0	6804.8	4.8	3271.5	7.0	2197.3	0.8	39.4	0.0	2175.3	0.0	1.0	0.0	1.8	94811.1	631.1	7.0	228.485622007
109	3958.6	0.9	1259.9	37554.7	1856.7	377.2	0.3	3.6	244.8	0.4	6.6	129489.2	210535.4	543.2	54964.8	373.4	2.0	0.0	32.7	616058880.0	22207.1	2237.8	200	39600	39600	40000	8386.3	0.1	8.9	0.0	2.0	0.0	0.0	27.7	0.0	7429.6	7773.9	14259.1	22.1	4737.8	125.3	89.0	22.1	1066.5	0.0	418.8	46515.0	0.0	141.7	64.2	1286.7	0.0	22.1	0.0	0.0	38.6	2.0	270.4	4.0	0.0	1.0	1.0	23.4	49.0	173.4	169.5	4862.2	10.1	6.4	53.5	496.9	892.9	1.8	44.6	3826.6	26.7	30.5	0.0	12.7	14.6	42.2	0.0	21.5	3784.6	0.0	3.0	0.0	653.5	3.0	1.2	362165.6	1.9	5329.1	3.0	0.0	2.0	1.2	631.1	3.2	0.0	14.0	6.0	13.4	0.0	0.0	4.7	14.0	0.0	0.0	6777.1	4.8	3409.0	7.0	2191.0	0.5	39.1	0.0	2126.8	0.0	0.0	0.0	1.8	147580.4	630.9	7.0	227.351467332
110	3883.1	1.4	1276.8	37584.2	1842.9	390.5	0.3	3.8	279.8	0.3	5.9	128696.4	209261.5	542.4	60874.1	375.1	2.0	0.0	32.6	616636006.4	22250.8	2237.5	200	38800	38800	39200	8292.7	0.0	8.9	0.0	2.0	0.0	0.0	27.9	0.0	7432.7	7773.3	14193.3	22.3	4732.4	124.7	89.0	22.3	1078.0	0.0	427.9	46282.5	0.0	141.7	79.7	1286.1	0.0	22.3	0.0	0.0	38.3	2.0	267.0	4.0	0.0	1.0	1.0	24.0	49.0	173.1	170.0	4869.9	9.4	6.2	53.4	493.4	893.2	1.8	44.4	3808.0	27.2	31.2	0.0	11.3	14.5	42.2	0.0	21.2	3758.3	0.0	3.0	0.0	651.8	2.5	1.1	361252.1	1.8	5322.0	3.0	0.0	2.0	1.1	568.0	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.5	14.0	0.0	0.0	6800.2	4.5	3382.3	7.0	2188.2	0.7	39.2	0.0	2184.4	0.0	0.3	0.0	1.8	148252.7	631.7	7.0	228.769436724
111	3989.4	0.5	1255.3	37498.1	1853.7	376.5	0.6	3.1	268.6	0.5	6.6	135131.0	210282.1	543.3	60920.5	374.9	2.0	0.0	32.7	616721612.8	22286.6	2233.9	200	39600	39400	40000	8400.6	0.0	9.0	0.0	2.0	0.0	0.0	26.2	0.0	7402.4	7782.7	14274.7	20.4	4746.0	118.4	89.0	20.4	1073.5	0.0	417.0	46407.1	0.0	142.0	63.5	1286.3	0.0	20.4	0.0	0.0	37.3	2.0	260.3	4.0	0.0	1.0	1.0	23.6	49.0	172.9	169.9	4861.7	9.4	6.0	53.6	503.8	891.0	2.0	45.2	3834.4	26.9	29.6	0.0	11.0	14.0	41.2	0.0	20.9	3783.0	0.0	3.0	0.0	647.4	2.2	1.0	362102.0	2.0	5322.4	3.0	0.0	2.0	1.0	621.7	3.0	0.0	14.0	6.0	13.0	0.0	0.0	3.8	14.0	0.0	0.0	6765.9	3.8	3450.1	7.0	2185.1	0.3	38.2	0.0	2089.9	0.0	0.0	0.0	2.0	147589.0	611.3	7.0	228.962753069
112	3933.4	0.8	1270.2	37536.2	1841.9	386.5	0.1	3.8	275.2	0.7	6.2	127082.2	210138.5	542.5	57013.4	375.4	2.0	0.0	32.8	617261056.0	22290.6	2232.3	200	39600	39400	40000	8186.1	0.0	9.8	0.0	2.0	0.0	0.0	26.8	0.0	7415.8	7810.4	14081.0	20.5	4736.9	120.4	89.0	20.5	1072.8	0.0	425.0	46457.7	0.0	144.0	71.9	1291.0	0.0	20.5	0.0	0.0	37.9	2.0	285.7	4.0	0.0	1.0	1.0	24.4	49.0	172.7	173.7	4865.3	9.0	6.2	52.7	495.8	892.4	3.0	44.8	3776.4	28.7	30.4	0.0	12.7	14.5	42.0	0.0	20.4	3779.8	0.0	3.0	0.0	650.3	3.1	1.1	361683.7	2.0	5311.6	3.0	0.0	2.0	1.1	622.8	3.1	0.0	14.0	6.0	13.2	0.0	0.0	4.2	14.0	0.0	0.0	6787.6	4.2	3456.0	7.0	2178.4	0.3	39.0	0.0	2103.1	0.0	0.0	0.0	3.0	147770.5	633.6	7.0	227.591067403
113	3676.58333333	0.5	1057.91666667	38020.6666667	1780.91666667	331.333333333	0.25	3.83333333333	268.75	0.666666666667	7.16666666667	111905.25	166404.0	542.583333333	61327.25	373.166666667	2.0	0.0	32.5833333333	634814805.333	23990.3333333	2116.33333333	200	39400	39400	39800	8185.91666667	0.166666666667	9.83333333333	0.0	2.0	0.0	0.0	26.0833333333	0.0	7392.08333333	7824.83333333	14116.5833333	20.75	4703.0	122.75	89.0	20.75	1086.58333333	0.0	429.583333333	31461.9166667	0.0	144.0	83.8333333333	1285.5	0.0	20.75	0.0	0.0	37.8333333333	2.0	275.25	4.0	0.0	1.0	1.0	22.6666666667	49.0	171.5	172.583333333	4874.08333333	9.33333333333	6.16666666667	53.6666666667	498.833333333	895.75	3.08333333333	44.6666666667	3776.41666667	27.5833333333	30.5833333333	0.0	11.25	13.1666666667	41.75	0.0	18.5833333333	3717.75	0.0	3.0	0.0	651.583333333	2.5	1.08333333333	183058.5	2.0	5315.5	3.0	0.0	2.0	1.08333333333	570.666666667	3.08333333333	0.0	14.0	6.0	13.1666666667	0.0	0.0	4.41666666667	14.0	0.0	0.0	6804.91666667	4.5	3489.08333333	7.0	2182.75	0.583333333333	38.75	0.0	2138.16666667	0.0	0.25	0.0	3.0	93876.4166667	640.75	6.0	226.512454728
114	3614.7	0.8	1069.0	38056.9	1769.4	334.6	0.2	3.7	277.0	0.2	6.8	104613.1	165295.2	542.7	60759.0	372.6	2.0	0.0	32.3	634808320.0	24107.6	2107.9	200	38600	38400	38800	8387.2	0.0	9.6	0.0	2.0	0.0	0.0	26.2	0.0	7411.7	7756.6	14287.6	22.4	4709.1	124.6	89.0	22.4	1047.5	0.0	420.4	31322.0	0.0	143.7	67.1	1282.2	0.0	22.4	0.0	0.0	38.6	2.0	272.7	4.0	0.0	1.0	1.0	23.2	49.0	171.5	172.2	4860.4	10.8	6.3	54.2	476.6	894.7	2.8	44.2	3830.9	27.4	31.0	0.0	10.5	13.3	42.0	0.0	18.9	3718.5	0.0	3.0	0.0	654.6	2.6	1.2	182720.5	1.8	5309.2	3.0	0.0	2.1	1.2	619.2	3.2	0.0	14.0	6.0	13.4	0.0	0.0	4.4	14.0	0.0	0.0	6775.9	4.4	3331.5	7.0	2179.5	0.5	39.0	0.0	2118.9	0.0	1.1	0.0	2.8	94276.4	644.8	6.0	226.868855377
