id	user	nice	cntx	major_fault	duration	R*duration	G*duration	B*duration	fsync	bind	recvfrom	sendto	dup	poll	energy	
1	2492.08333333	0.666666666667	384971.0	0.916666666667	117	7956	8424	5265	0.2	0.0	0.0	0.0	0.0	0.0	135.358483949	
2	12603.1666667	0.75	1329856.33333	3.83333333333	232	11136	10440	9744	9.0	4.0	26542.8	135.0	11.0	3.0	419.473127537	
3	4765.0	0.916666666667	366107.666667	0.166666666667	150	4050	4200	3900	15.0	0.0	107.0	102.0	9.0	0.0	177.279797127	
4	7126.08333333	9.33333333333	567044.083333	21.0833333333	176	20240	17776	13376	43.0	22.6	7516.0	126.8	18.0	0.0	247.960224117	
5	1420.0	0.75	88040.1666667	4.41666666667	137	23564	22605	21098	874.2	28.0	4062.8	51.6	32.2	13.0	136.480548085	
6	12551.9166667	0.666666666667	175296.0	1.0	113	13560	13786	11752	0.8	0.0	0.0	0.0	7.2	0.0	231.733070343	
7	3603.36363636	12.4545454545	117175.454545	70.1818181818	194	14356	12610	11834	46.8	5.0	351.8	111.6	21.2	2.0	178.042880074	
8	930.272727273	18.1818181818	64339.3636364	0.363636363636	183	16104	16287	17934	28.8	0.8	382.2	84.0	15.0	0.8	156.578719998	
9	1771.08333333	275.25	97238.3333333	73.0833333333	68	7548	6596	6256	482.6	38.4	317.2	57.6	69.0	35.4	78.5123143603	
10	3877.33333333	0.75	175326.833333	1.66666666667	212	29680	20988	14204	3.0	0.0	3108.8	136.2	25.0	5.4	204.347338996	
11	2347.33333333	0.5	162704.916667	5.41666666667	127	8636	8128	7747	107.6	69.0	328.4	65.0	26.2	0.0	128.290572234	
12	8732.16666667	1.58333333333	868953.166667	15.6666666667	210	16590	15540	12180	109.6	79.8	15191.4	68.0	20.2	0.0	316.112718478	
13	1265.18181818	8.0	66503.2727273	40.8181818182	250	34000	29500	21250	39.0	25.0	256.6	154.0	25.0	0.0	204.248809422	
14	2290.0	1.91666666667	72201.6666667	20.6666666667	98	13328	14700	15974	47.0	1.0	174.8	90.0	6.2	0.0	115.631798692	
15	934.75	1.25	53092.75	0.0	232	14616	18328	19256	2.2	0.0	280.6	136.0	10.0	0.0	169.535656695	
16	947.916666667	4.16666666667	61165.1666667	33.0833333333	60	2340	2400	2340	39.0	0.8	112.2	47.0	28.2	0.0	54.2083830633	
17	639.083333333	4.08333333333	43732.4166667	1.25	93	15624	15810	15996	21.6	0.0	176.2	26.0	20.2	0.0	86.3179200145	
18	984.583333333	1.41666666667	69287.6666667	22.5833333333	175	31500	32550	31500	15.0	1.0	425.6	80.0	36.4	0.0	160.687283993	
19	4681.0	0.916666666667	298504.5	0	149	8642	11473	18923	0.0	10.0	68.2	40.0	33.0	0.0	180.438566683	
20	461.5	1.33333333333	35635.4166667	7.5	70	12530	12530	12530	23.0	21.4	3790.2	17.0	5.0	0.0	64.9125881159	
21	3064.33333333	33.4166666667	156140.083333	14.9166666667	239	8843	12428	13623	35.4	22.6	2019.2	110.6	39.4	21.8	200.389716413	
22	5575.66666667	3.75	168469.25	12.9166666667	191	27695	26931	26358	90.0	33.8	1119.8	112.6	55.4	33.4	239.739436361	
23	759.833333333	1.66666666667	42138.8333333	21.8333333333	83	15355	15272	15106	15.0	1.0	172.2	61.0	34.0	0.0	79.6262416075	
24	882.166666667	36.75	79920.0833333	14.1666666667	113	19888	18984	17289	9.0	12.2	500.8	45.6	23.0	12.2	109.255097138	
25	456.75	1.16666666667	23989.75	0.5	66	2178	6006	7986	16.0	0.0	95.6	16.0	5.0	0.0	55.1041979941	
26	711.0	1.25	37320.5833333	2.33333333333	153	9486	9639	9486	0.0	2.0	103.0	70.0	13.0	2.0	108.341111525	
27	1804.75	34.25	94376.0	13.5833333333	222	32856	30636	27306	552.8	9.0	338.6	106.0	38.0	2.0	209.658309995	
28	1681.75	4.33333333333	144632.583333	8.0	210	41790	42000	42000	65.0	124.4	291.4	187.4	39.8	111.2	232.386826992	
29	4650.41666667	1.08333333333	607800.416667	8.08333333333	236	15340	15340	14160	18.3333333333	1.83333333333	403.833333333	168.0	61.5	158.666666667	300.071016026	
30	3113.58333333	1.16666666667	355894.833333	5.66666666667	114	8094	7068	6384	2.0	0.0	0.0	0.0	9.0	0.0	144.015442383	
31	930.666666667	0.666666666667	64943.8333333	0.666666666667	230	44620	46690	48300	0.0	0.0	398.6	126.0	14.6	0.0	205.586735836	
32	1007.25	14.5	72750.25	11.5833333333	142	19028	19738	20448	13.2	2.0	403.0	85.0	36.6	2.0	125.368012537	
33	1028.83333333	1.75	52695.0	38.25	127	19431	19177	18542	35.0	1.0	174.4	61.0	25.0	0.0	121.700758957	
34	1682.91666667	1.25	111441.833333	5.41666666667	214	23326	21400	21828	10.0	10.8	2462.4	114.8	25.0	10.8	195.107076027	
35	2376.58333333	1.33333333333	84556.8333333	28.4166666667	140	25760	26320	26180	52.6	0.2	118.4	49.8	15.0	0.0	142.594253468	
36	1032.75	1.58333333333	51943.0833333	0.0	97	14841	15520	14453	36.2	0.4	69.4	36.0	14.0	0.0	92.629124083	
37	733.916666667	37.5833333333	46001.3333333	1.16666666667	141	24957	25098	25239	85.0	5.0	123.6	70.0	17.0	4.0	128.980691716	
38	695.181818182	1.0	48791.4545455	0.181818181818	233	38911	31455	31455	0.0	0.0	236.0	92.2	23.8	0.0	193.452845895	
39	879.384615385	1.46153846154	56517.3846154	0.0	149	21009	19966	18923	14.8	12.2	212.4	75.6	32.2	11.4	130.973337263	
